TransactionID,Date,BusinessUnit,Region,ExpenseCategory,Revenue,COGS,OperatingExpenses,Receivables,Payables,TaxRate,GrossProfit,OperatingProfit_EBIT,TaxAmount,NetProfit,GrossMargin_%,NetMargin_%,OperatingCashFlow,Year,YearMonth
TXN20309,2025-01-26,Enterprise Solutions,APAC,R&D,299640.25,99106.26,85740.0,43719.9,6997.28,0.21,200533.99,114793.99,24106.74,90687.25,66.92,30.27,53964.63,2025,2025-01
TXN20310,2024-05-14,Enterprise Solutions,APAC,Sales & Marketing,202240.32,88917.1,60688.65,14026.47,5610.62,0.21,113323.22,52634.57,11053.26,41581.31,56.03,20.56,33165.46,2024,2024-05
TXN20311,2024-07-13,Consulting,APAC,Sales & Marketing,51915.76,20028.68,16434.32,5946.82,1330.07,0.21,31887.08,15452.76,3245.08,12207.68,61.42,23.51,7590.93,2024,2024-07
TXN20312,2025-02-04,Consulting,APAC,Administrative,136111.44,65645.65,44825.64,12414.15,3499.25,0.21,70465.79,25640.15,5384.43,20255.72,51.77,14.88,11340.82,2025,2025-02
TXN20313,2025-10-01,SaaS Subscriptions,LATAM,Operations,235078.08,108858.29,58083.4,43057.54,8551.21,0.21,126219.79,68136.39,14308.64,53827.75,53.69,22.9,19321.42,2025,2025-10
TXN20314,2024-02-02,Consumer Hardware,APAC,Administrative,344355.85,176103.96,96661.86,19314.18,6315.55,0.21,168251.89,71590.03,15033.91,56556.12,48.86,16.42,43557.49,2024,2024-02
TXN20315,2025-11-18,Enterprise Solutions,North America,R&D,239544.06,113333.85,78095.25,44808.9,9631.7,0.21,126210.21,48114.96,10104.14,38010.82,52.69,15.87,2833.62,2025,2025-11
TXN20316,2025-04-04,Consulting,North America,Administrative,127941.07,52133.78,44576.93,22383.18,2230.68,0.21,75807.29,31230.36,6558.38,24671.98,59.25,19.28,4519.48,2025,2025-04
TXN20317,2025-04-14,Enterprise Solutions,APAC,Operations,240201.71,112472.45,80089.95,22731.63,8779.32,0.21,127729.26,47639.31,10004.26,37635.05,53.18,15.67,23682.74,2025,2025-04
TXN20318,2025-01-09,Consulting,EMEA,COGS,211995.61,78193.58,54211.54,35698.7,7676.04,0.21,133802.03,79590.49,16714.0,62876.49,63.12,29.66,34853.83,2025,2025-01
TXN20319,2024-01-22,Cloud Services,LATAM,COGS,283953.62,106930.79,65103.46,15527.16,5129.72,0.21,177022.83,111919.37,23503.07,88416.3,62.34,31.14,78018.86,2024,2024-01
TXN20320,2025-10-31,Enterprise Solutions,APAC,R&D,82094.19,40821.03,22445.28,16010.82,1538.68,0.21,41273.16,18827.88,3953.85,14874.03,50.28,18.12,401.89,2025,2025-10
TXN20321,2024-02-07,Cloud Services,APAC,COGS,278308.37,114553.08,86622.43,35898.79,9976.13,0.21,163755.29,77132.86,16197.9,60934.96,58.84,21.89,35012.3,2024,2024-02
TXN20322,2024-08-17,Enterprise Solutions,APAC,Administrative,212379.97,106103.99,58167.77,20280.62,7053.43,0.21,106275.98,48108.21,10102.72,38005.49,50.04,17.9,24778.3,2024,2024-08
TXN20323,2024-12-30,Consumer Hardware,EMEA,R&D,338897.6,171348.52,48210.86,35376.67,10970.49,0.21,167549.08,119338.22,25061.03,94277.19,49.44,27.82,69871.01,2024,2024-12
TXN20324,2025-07-16,SaaS Subscriptions,EMEA,Operations,152561.65,78476.28,49694.6,9147.72,4071.56,0.21,74085.37,24390.77,5122.06,19268.71,48.56,12.63,14192.55,2025,2025-07
TXN20325,2025-03-13,Cloud Services,EMEA,R&D,239786.57,126885.17,60956.28,47574.24,4585.15,0.21,112901.4,51945.12,10908.48,41036.64,47.08,17.11,-1952.45,2025,2025-03
TXN20326,2024-10-09,Consulting,LATAM,R&D,329608.43,134396.62,108431.02,18423.07,15786.68,0.21,195211.81,86780.79,18223.97,68556.82,59.23,20.8,65920.43,2024,2024-10
TXN20327,2024-01-27,Consumer Hardware,North America,Sales & Marketing,80752.92,30663.23,21078.18,11970.5,3000.06,0.21,50089.69,29011.51,6092.42,22919.09,62.03,28.38,13948.65,2024,2024-01
TXN20328,2024-08-13,Enterprise Solutions,LATAM,Sales & Marketing,331168.55,147552.04,82538.78,38551.46,7901.57,0.21,183616.51,101077.73,21226.32,79851.41,55.45,24.11,49201.52,2024,2024-08
TXN20329,2024-10-03,Cloud Services,EMEA,R&D,256365.72,100698.69,68731.26,49308.72,9252.56,0.21,155667.03,86935.77,18256.51,68679.26,60.72,26.79,28623.1,2024,2024-10
TXN20330,2025-08-31,Enterprise Solutions,North America,COGS,70351.12,31676.9,22116.07,6113.51,2106.17,0.21,38674.22,16558.15,3477.21,13080.94,54.97,18.59,9073.6,2025,2025-08
TXN20331,2024-10-10,Enterprise Solutions,North America,Sales & Marketing,140289.07,66833.22,30709.32,18211.35,2838.74,0.21,73455.85,42746.53,8976.77,33769.76,52.36,24.07,18397.15,2024,2024-10
TXN20332,2025-04-25,Enterprise Solutions,EMEA,Operations,262451.63,123903.74,60222.91,32111.86,3955.22,0.21,138547.89,78324.98,16448.25,61876.73,52.79,23.58,33720.09,2025,2025-04
TXN20333,2025-03-28,SaaS Subscriptions,EMEA,Administrative,70205.18,27635.44,24060.49,10911.99,2228.98,0.21,42569.74,18509.25,3886.94,14622.31,60.64,20.83,5939.3,2025,2025-03
TXN20334,2025-10-20,SaaS Subscriptions,LATAM,Sales & Marketing,224651.14,76766.67,50843.89,13524.34,5274.63,0.21,147884.47,97040.58,20378.52,76662.06,65.83,34.12,68412.35,2025,2025-10
TXN20335,2025-05-30,Consulting,EMEA,R&D,153764.92,62679.55,43847.47,12157.94,2291.05,0.21,91085.37,47237.9,9919.96,37317.94,59.24,24.27,27451.05,2025,2025-05
TXN20336,2025-06-30,Cloud Services,North America,COGS,236274.66,79305.24,67786.53,19418.17,6399.81,0.21,156969.42,89182.89,18728.41,70454.48,66.44,29.82,57436.12,2025,2025-06
TXN20337,2024-07-10,Consumer Hardware,APAC,Administrative,63722.61,33296.61,17424.54,10241.66,2232.7,0.21,30426.0,13001.46,2730.31,10271.15,47.75,16.12,2262.19,2024,2024-07
TXN20338,2024-02-18,Consumer Hardware,EMEA,Sales & Marketing,311461.04,120370.15,92414.16,24409.45,10905.3,0.21,191090.89,98676.73,20722.11,77954.62,61.35,25.03,64450.47,2024,2024-02
TXN20339,2025-05-26,Consumer Hardware,EMEA,COGS,342046.69,115822.12,80201.06,46526.48,9104.08,0.21,226224.57,146023.51,30664.94,115358.57,66.14,33.73,77936.17,2025,2025-05
TXN20340,2024-01-17,Enterprise Solutions,LATAM,COGS,340663.36,104366.29,96373.44,28032.02,13584.37,0.21,236297.07,139923.63,29383.96,110539.67,69.36,32.45,96092.02,2024,2024-01
TXN20341,2024-06-20,SaaS Subscriptions,LATAM,COGS,274895.55,126852.09,70325.43,49273.31,3643.08,0.21,148043.46,77718.03,16320.79,61397.24,53.85,22.33,15767.01,2024,2024-06
TXN20342,2024-08-07,Cloud Services,EMEA,R&D,89025.87,40882.96,26641.0,17033.13,2816.08,0.21,48142.91,21501.91,4515.4,16986.51,54.08,19.08,2769.46,2024,2024-08
TXN20343,2024-06-06,Enterprise Solutions,North America,Operations,277478.96,106871.31,61373.78,35454.58,7900.95,0.21,170607.65,109233.87,22939.11,86294.76,61.48,31.1,58741.13,2024,2024-06
TXN20344,2025-04-21,SaaS Subscriptions,North America,COGS,57376.07,18241.46,16388.42,5900.92,1706.58,0.21,39134.61,22746.19,4776.7,17969.49,68.21,31.32,13775.15,2025,2025-04
TXN20345,2024-02-15,SaaS Subscriptions,APAC,Administrative,56637.07,22791.16,12901.39,4820.31,1062.94,0.21,33845.91,20944.52,4398.35,16546.17,59.76,29.21,12788.8,2024,2024-02
TXN20346,2025-01-07,Cloud Services,EMEA,Sales & Marketing,147083.07,55568.63,35564.16,8452.44,2262.77,0.21,91514.44,55950.28,11749.56,44200.72,62.22,30.05,38011.05,2025,2025-01
TXN20347,2025-06-01,Cloud Services,LATAM,Administrative,196592.96,92257.17,45768.11,17747.43,6350.61,0.21,104335.79,58567.68,12299.21,46268.47,53.07,23.54,34871.65,2025,2025-06
TXN20348,2024-04-08,Cloud Services,North America,R&D,281122.23,126911.17,63934.41,41644.14,6206.51,0.21,154211.06,90276.65,18958.1,71318.55,54.86,25.37,35880.92,2024,2024-04
TXN20349,2024-02-06,Enterprise Solutions,APAC,R&D,254988.61,99738.4,82579.76,33159.37,11380.44,0.21,155250.21,72670.45,15260.79,57409.66,60.89,22.51,35630.73,2024,2024-02
TXN20350,2024-10-06,Consulting,EMEA,Administrative,183770.81,65141.82,44629.87,35211.63,4846.14,0.21,118628.99,73999.12,15539.82,58459.3,64.55,31.81,28093.81,2024,2024-10
TXN20351,2024-12-14,Cloud Services,North America,Operations,132088.0,72253.32,44786.89,14455.92,5258.84,0.21,59834.68,15047.79,3160.04,11887.75,45.3,9.0,2690.67,2024,2024-12
TXN20352,2025-05-11,Consulting,EMEA,R&D,349137.35,144368.44,120623.11,53794.91,15732.4,0.21,204768.91,84145.8,17670.62,66475.18,58.65,19.04,28412.67,2025,2025-05
TXN20353,2024-10-28,Enterprise Solutions,EMEA,R&D,177854.39,83959.47,50811.06,21946.95,5889.79,0.21,93894.92,43083.86,9047.61,34036.25,52.79,19.14,17979.09,2024,2024-10
TXN20354,2024-06-29,Consulting,North America,Administrative,185416.11,62140.03,41060.43,23526.79,3687.45,0.21,123276.08,82215.65,17265.29,64950.36,66.49,35.03,45111.02,2024,2024-06
TXN20355,2025-08-29,Consumer Hardware,North America,R&D,99087.15,41755.07,25384.37,8934.31,2573.04,0.21,57332.08,31947.71,6709.02,25238.69,57.86,25.47,18877.42,2025,2025-08
TXN20356,2024-04-08,Consulting,North America,Operations,288442.86,88518.55,92203.6,34106.24,12014.55,0.21,199924.31,107720.71,22621.35,85099.36,69.31,29.5,63007.67,2024,2024-04
TXN20357,2025-11-30,Cloud Services,EMEA,Operations,258104.67,110046.48,65844.72,31132.0,5752.53,0.21,148058.19,82213.47,17264.83,64948.64,57.36,25.16,39569.17,2025,2025-11
TXN20358,2024-04-25,Enterprise Solutions,EMEA,Operations,116230.88,62881.41,24763.29,18131.6,2199.28,0.21,53349.47,28586.18,6003.1,22583.08,45.9,19.43,6650.76,2024,2024-04
TXN20359,2024-07-09,Cloud Services,APAC,Sales & Marketing,74714.31,29590.73,21182.83,14277.61,1261.84,0.21,45123.58,23940.75,5027.56,18913.19,60.39,25.31,5897.42,2024,2024-07
TXN20360,2024-09-09,Consumer Hardware,LATAM,Operations,254149.79,78722.64,83048.05,25262.03,11747.85,0.21,175427.15,92379.1,19399.61,72979.49,69.03,28.72,59465.31,2024,2024-09
TXN20361,2024-06-09,Cloud Services,EMEA,Operations,246353.36,75812.53,78682.54,13877.1,4650.42,0.21,170540.83,91858.29,19290.24,72568.05,69.23,29.46,63341.37,2024,2024-06
TXN20362,2024-09-12,Cloud Services,LATAM,Sales & Marketing,131977.86,52394.77,29862.43,16423.89,3428.83,0.21,79583.09,49720.66,10441.34,39279.32,60.3,29.76,26284.26,2024,2024-09
TXN20363,2024-11-18,Cloud Services,North America,COGS,335259.07,113990.17,100884.38,44143.29,9212.71,0.21,221268.9,120384.52,25280.75,95103.77,66.0,28.37,60173.19,2024,2024-11
TXN20364,2024-05-07,SaaS Subscriptions,EMEA,R&D,95317.37,29151.68,22216.16,7174.16,2011.94,0.21,66165.69,43949.53,9229.4,34720.13,69.42,36.43,29557.91,2024,2024-05
TXN20365,2024-01-18,Consumer Hardware,APAC,Operations,179700.44,87883.11,41821.89,29483.4,4933.11,0.21,91817.33,49995.44,10499.04,39496.4,51.09,21.98,14946.11,2024,2024-01
TXN20366,2025-07-19,Cloud Services,APAC,R&D,333084.78,138107.19,110287.96,65863.97,6254.36,0.21,194977.59,84689.63,17784.82,66904.81,58.54,20.09,7295.2,2025,2025-07
TXN20367,2025-07-23,Cloud Services,LATAM,Administrative,175918.2,65496.31,41771.84,33752.76,4568.61,0.21,110421.89,68650.05,14416.51,54233.54,62.77,30.83,25049.39,2025,2025-07
TXN20368,2024-11-18,Cloud Services,North America,R&D,241557.78,126822.86,57849.97,19219.76,7358.7,0.21,114734.92,56884.95,11945.84,44939.11,47.5,18.6,33078.05,2024,2024-11
TXN20369,2025-11-16,Enterprise Solutions,LATAM,Sales & Marketing,169278.32,55698.45,33872.25,30690.92,4498.96,0.21,113579.87,79707.62,16738.6,62969.02,67.1,37.2,36777.06,2025,2025-11
TXN20370,2025-09-17,SaaS Subscriptions,North America,R&D,132264.56,71287.91,43726.71,20590.16,2932.01,0.21,60976.65,17249.94,3622.49,13627.45,46.1,10.3,-4030.7,2025,2025-09
TXN20371,2024-10-14,Enterprise Solutions,APAC,R&D,345193.29,130652.79,110078.42,40759.38,15382.57,0.21,214540.5,104462.08,21937.04,82525.04,62.15,23.91,57148.23,2024,2024-10
TXN20372,2025-10-24,SaaS Subscriptions,LATAM,R&D,172800.2,90219.14,50820.43,22652.66,5875.58,0.21,82581.06,31760.63,6669.73,25090.9,47.79,14.52,8313.82,2025,2025-10
TXN20373,2025-09-30,Cloud Services,APAC,COGS,318229.76,143437.52,99459.49,56466.7,13743.86,0.21,174792.24,75332.75,15819.88,59512.87,54.93,18.7,16790.03,2025,2025-09
TXN20374,2024-06-03,Consumer Hardware,APAC,COGS,118986.38,60287.64,26511.03,14518.75,2612.08,0.21,58698.74,32187.71,6759.42,25428.29,49.33,21.37,13521.62,2024,2024-06
TXN20375,2025-05-04,Consulting,North America,Administrative,113931.41,62206.93,30618.9,12074.58,3190.59,0.21,51724.48,21105.58,4432.17,16673.41,45.4,14.63,7789.42,2025,2025-05
TXN20376,2025-01-20,Consulting,LATAM,Sales & Marketing,59340.22,22080.58,14994.26,7357.42,2127.74,0.21,37259.64,22265.38,4675.73,17589.65,62.79,29.64,12359.97,2025,2025-01
TXN20377,2024-04-13,Cloud Services,LATAM,R&D,245500.05,132639.72,52553.33,33601.46,7356.99,0.21,112860.33,60307.0,12664.47,47642.53,45.97,19.41,21398.06,2024,2024-04
TXN20378,2025-01-27,Enterprise Solutions,APAC,R&D,160557.9,63800.97,43819.39,12581.58,4154.78,0.21,96756.93,52937.54,11116.88,41820.66,60.26,26.05,33393.86,2025,2025-01
TXN20379,2024-09-02,Consumer Hardware,APAC,R&D,309307.47,122602.67,104580.24,57264.0,8098.83,0.21,186704.8,82124.56,17246.16,64878.4,60.36,20.98,15713.23,2024,2024-09
TXN20380,2024-06-24,SaaS Subscriptions,North America,R&D,191962.97,73924.32,39546.07,29010.99,3532.14,0.21,118038.65,78492.58,16483.44,62009.14,61.49,32.3,36530.29,2024,2024-06
TXN20381,2024-02-08,Cloud Services,EMEA,COGS,340458.03,148219.05,82976.14,49363.12,7366.33,0.21,192238.98,109262.84,22945.2,86317.64,56.46,25.35,44320.85,2024,2024-02
TXN20382,2025-04-21,Consumer Hardware,EMEA,Administrative,105657.65,35768.95,24420.77,6859.76,1921.59,0.21,69888.7,45467.93,9548.27,35919.66,66.15,34.0,30981.49,2025,2025-04
TXN20383,2025-11-12,Consumer Hardware,APAC,Operations,310586.95,136169.98,73212.18,43676.63,5626.94,0.21,174416.97,101204.79,21253.01,79951.78,56.16,25.74,41902.09,2025,2025-11
TXN20384,2025-06-21,SaaS Subscriptions,EMEA,Sales & Marketing,282979.06,123216.5,95156.0,19283.35,12951.33,0.21,159762.56,64606.56,13567.38,51039.18,56.46,18.04,44707.16,2025,2025-06
TXN20385,2025-02-11,Consumer Hardware,EMEA,R&D,281276.55,137959.24,76003.84,17384.2,4331.17,0.21,143317.31,67313.47,14135.83,53177.64,50.95,18.91,40124.61,2025,2025-02
TXN20386,2025-06-08,Enterprise Solutions,EMEA,Administrative,303434.97,154270.13,81910.73,39172.43,9645.9,0.21,149164.84,67254.11,14123.36,53130.75,49.16,17.51,23604.22,2025,2025-06
TXN20387,2025-05-20,Enterprise Solutions,EMEA,Operations,278307.2,114136.66,87412.49,30730.08,5881.29,0.21,164170.54,76758.05,16119.19,60638.86,58.99,21.79,35790.07,2025,2025-05
TXN20388,2024-02-05,Enterprise Solutions,APAC,Administrative,237866.1,89338.54,53085.49,32902.0,4483.1,0.21,148527.56,95442.07,20042.83,75399.24,62.44,31.7,46980.34,2024,2024-02
TXN20389,2025-11-15,Consumer Hardware,EMEA,COGS,89373.46,32606.45,24406.98,5664.79,1370.56,0.21,56767.01,32360.03,6795.61,25564.42,63.52,28.6,21270.19,2025,2025-11
TXN20390,2024-01-20,Enterprise Solutions,EMEA,Operations,59757.85,20834.93,15805.82,6851.09,1217.01,0.21,38922.92,23117.1,4854.59,18262.51,65.13,30.56,12628.43,2024,2024-01
TXN20391,2024-11-16,SaaS Subscriptions,North America,Administrative,326254.35,102578.25,94462.58,24866.46,11981.83,0.21,223676.1,129213.52,27134.84,102078.68,68.56,31.29,89194.05,2024,2024-11
TXN20392,2025-05-26,Consumer Hardware,APAC,COGS,234995.09,90616.93,82232.69,46544.31,11389.35,0.21,144378.16,62145.47,13050.55,49094.92,61.44,20.89,13939.96,2025,2025-05
TXN20393,2025-02-03,Consulting,LATAM,Administrative,288961.19,106211.13,91143.37,38770.65,6576.24,0.21,182750.06,91606.69,19237.4,72369.29,63.24,25.04,40174.88,2025,2025-02
TXN20394,2025-10-15,Consumer Hardware,LATAM,Administrative,194456.71,105318.6,50496.49,29774.34,4865.58,0.21,89138.11,38641.62,8114.74,30526.88,45.84,15.7,5618.12,2025,2025-10
TXN20395,2025-04-15,SaaS Subscriptions,North America,Operations,85192.46,37435.88,27613.68,8418.1,2679.42,0.21,47756.58,20142.9,4230.01,15912.89,56.06,18.68,10174.21,2025,2025-04
TXN20396,2024-05-22,Consulting,North America,COGS,87555.74,33868.25,19753.12,5622.03,2713.24,0.21,53687.49,33934.37,7126.22,26808.15,61.32,30.62,23899.36,2024,2024-05
TXN20397,2024-04-01,Consumer Hardware,APAC,R&D,255669.59,113802.85,52302.21,50208.55,6604.72,0.21,141866.74,89564.53,18808.55,70755.98,55.49,27.67,27152.15,2024,2024-04
TXN20398,2024-12-19,Enterprise Solutions,LATAM,Sales & Marketing,179091.77,59959.78,41310.61,16644.58,4185.08,0.21,119131.99,77821.38,16342.49,61478.89,66.52,34.33,49019.39,2024,2024-12
TXN20399,2025-12-27,Cloud Services,EMEA,Operations,110157.42,45275.9,27656.31,12510.71,3237.86,0.21,64881.52,37225.21,7817.29,29407.92,58.9,26.7,20135.07,2025,2025-12
TXN20400,2024-02-20,Cloud Services,North America,COGS,197478.36,90160.44,54619.97,29124.03,7359.25,0.21,107317.92,52697.95,11066.57,41631.38,54.34,21.08,19866.6,2024,2024-02
TXN20401,2025-10-26,Enterprise Solutions,LATAM,Administrative,69262.68,29244.4,20243.36,3719.72,1031.48,0.21,40018.28,19774.92,4152.73,15622.19,57.78,22.55,12933.95,2025,2025-10
TXN20402,2025-11-28,Cloud Services,APAC,COGS,224591.42,89936.44,75595.42,38526.16,6825.44,0.21,134654.98,59059.56,12402.51,46657.05,59.96,20.77,14956.33,2025,2025-11
TXN20403,2025-07-28,Cloud Services,EMEA,Sales & Marketing,130698.02,71682.91,36135.14,17054.36,5085.09,0.21,59015.11,22879.97,4804.79,18075.18,45.15,13.83,6105.91,2025,2025-07
TXN20404,2024-07-08,Enterprise Solutions,APAC,Sales & Marketing,289267.73,150441.98,79603.98,26535.27,9873.38,0.21,138825.75,59221.77,12436.57,46785.2,47.99,16.17,30123.31,2024,2024-07
TXN20405,2024-05-04,Enterprise Solutions,North America,R&D,143108.59,65236.26,29700.25,8477.92,3097.26,0.21,77872.33,48172.08,10116.14,38055.94,54.41,26.59,32675.28,2024,2024-05
TXN20406,2024-05-29,Consumer Hardware,LATAM,R&D,186566.04,82526.43,38290.21,13875.81,3942.53,0.21,104039.61,65749.4,13807.37,51942.03,55.77,27.84,42008.75,2024,2024-05
TXN20407,2024-11-09,Consumer Hardware,LATAM,Sales & Marketing,53486.16,24345.04,15119.15,9855.1,1281.76,0.21,29141.12,14021.97,2944.61,11077.36,54.48,20.71,2504.02,2024,2024-11
TXN20408,2025-07-23,Enterprise Solutions,LATAM,Operations,71734.07,25130.45,19061.66,10968.4,1945.28,0.21,46603.62,27541.96,5783.81,21758.15,64.97,30.33,12735.03,2025,2025-07
TXN20409,2024-12-07,SaaS Subscriptions,LATAM,Operations,167748.07,66895.32,54665.25,14675.48,6315.93,0.21,100852.75,46187.5,9699.38,36488.12,60.12,21.75,28128.57,2024,2024-12
TXN20410,2024-10-31,Cloud Services,EMEA,Administrative,193981.65,60108.1,43471.66,11607.88,3992.28,0.21,133873.55,90401.89,18984.4,71417.49,69.01,36.82,63801.89,2024,2024-10
TXN20411,2025-11-22,Consumer Hardware,EMEA,R&D,230006.16,96346.48,48210.86,35327.18,5689.86,0.21,133659.68,85448.82,17944.25,67504.57,58.11,29.35,37867.25,2025,2025-11
TXN20412,2025-11-12,Cloud Services,APAC,Administrative,137498.77,59915.94,36761.1,18680.74,5004.04,0.21,77582.83,40821.73,8572.56,32249.17,56.42,23.45,18572.47,2025,2025-11
TXN20413,2024-02-23,Consulting,EMEA,R&D,258494.57,92266.39,60906.95,28609.64,3987.49,0.21,166228.18,105321.23,22117.46,83203.77,64.31,32.19,58581.62,2024,2024-02
TXN20414,2025-03-19,Enterprise Solutions,North America,Sales & Marketing,308036.72,166650.09,63899.8,32202.69,6080.37,0.21,141386.63,77486.83,16272.23,61214.6,45.9,19.87,35092.28,2025,2025-03
TXN20415,2025-09-04,SaaS Subscriptions,North America,Operations,283955.3,149747.7,87654.09,23432.6,7959.17,0.21,134207.6,46553.51,9776.24,36777.27,47.26,12.95,21303.84,2025,2025-09
TXN20416,2024-09-20,Consulting,LATAM,Operations,61885.65,29738.27,13413.03,9310.18,1592.75,0.21,32147.38,18734.35,3934.21,14800.14,51.95,23.92,7082.71,2024,2024-09
TXN20417,2024-02-22,Consulting,North America,Sales & Marketing,194152.08,84135.16,56546.39,37976.19,4240.23,0.21,110016.92,53470.53,11228.81,42241.72,56.67,21.76,8505.76,2024,2024-02
TXN20418,2025-07-25,Consulting,APAC,Administrative,81479.05,42164.78,19730.76,6221.52,2249.8,0.21,39314.27,19583.51,4112.54,15470.97,48.25,18.99,11499.25,2025,2025-07
TXN20419,2025-09-11,Enterprise Solutions,EMEA,Administrative,122613.5,40788.99,27713.64,17112.86,3817.52,0.21,81824.51,54110.87,11363.28,42747.59,66.73,34.86,29452.25,2025,2025-09
TXN20420,2024-01-05,Consumer Hardware,EMEA,COGS,345998.78,172178.49,88908.79,39315.07,8163.0,0.21,173820.29,84911.5,17831.42,67080.08,50.24,19.39,35928.01,2024,2024-01
TXN20421,2024-04-12,Enterprise Solutions,EMEA,R&D,92748.66,30718.84,29699.69,10851.9,4190.67,0.21,62029.82,32330.13,6789.33,25540.8,66.88,27.54,18879.57,2024,2024-04
TXN20422,2024-07-14,Consumer Hardware,North America,Administrative,199666.45,99544.24,51676.48,17595.02,7716.14,0.21,100122.21,48445.73,10173.6,38272.13,50.14,19.17,28393.25,2024,2024-07
TXN20423,2024-12-15,Consulting,EMEA,Sales & Marketing,235446.72,86866.16,73604.28,40913.63,4461.1,0.21,148580.56,74976.28,15745.02,59231.26,63.11,25.16,22778.73,2024,2024-12
TXN20424,2024-02-16,Consulting,LATAM,Administrative,260739.49,135394.89,57055.78,32015.77,4182.49,0.21,125344.6,68288.82,14340.65,53948.17,48.07,20.69,26114.89,2024,2024-02
TXN20425,2025-10-17,SaaS Subscriptions,LATAM,Operations,217894.61,116793.8,68836.33,28655.51,9983.88,0.21,101100.81,32264.48,6775.54,25488.94,46.4,11.7,6817.31,2025,2025-10
TXN20426,2024-09-25,Consumer Hardware,LATAM,R&D,52931.25,17848.37,12467.43,5066.27,1818.16,0.21,35082.88,22615.45,4749.24,17866.21,66.28,33.75,14618.1,2024,2024-09
TXN20427,2025-01-04,Consulting,North America,COGS,147938.39,61493.39,44619.55,11431.39,2666.94,0.21,86445.0,41825.45,8783.34,33042.11,58.43,22.34,24277.66,2025,2025-01
TXN20428,2025-09-27,Cloud Services,EMEA,R&D,205313.49,111946.53,58487.09,12911.46,3012.08,0.21,93366.96,34879.87,7324.77,27555.1,45.48,13.42,17655.72,2025,2025-09
TXN20429,2024-04-15,SaaS Subscriptions,North America,Operations,76359.95,32136.23,25914.41,11997.51,1713.2,0.21,44223.72,18309.31,3844.96,14464.35,57.91,18.94,4180.04,2024,2024-04
TXN20430,2025-10-31,Enterprise Solutions,EMEA,Operations,155188.08,80059.49,40053.79,12327.39,5992.1,0.21,75128.59,35074.8,7365.71,27709.09,48.41,17.86,21373.8,2025,2025-10
TXN20431,2025-10-20,SaaS Subscriptions,APAC,Operations,59960.93,26813.5,12587.29,9204.68,855.93,0.21,33147.43,20560.14,4317.63,16242.51,55.28,27.09,7893.76,2025,2025-10
TXN20432,2025-10-18,Cloud Services,APAC,Operations,73573.55,28975.65,14926.11,7986.88,1496.41,0.21,44597.9,29671.79,6231.08,23440.71,60.62,31.86,16950.24,2025,2025-10
TXN20433,2024-04-29,Consumer Hardware,North America,Sales & Marketing,169076.98,62802.95,54785.81,18998.54,7387.42,0.21,106274.03,51488.22,10812.53,40675.69,62.86,24.06,29064.57,2024,2024-04
TXN20434,2025-08-26,Enterprise Solutions,LATAM,COGS,89814.73,31507.52,25032.29,10811.59,1302.68,0.21,58307.21,33274.92,6987.73,26287.19,64.92,29.27,16778.28,2025,2025-08
TXN20435,2024-02-27,Enterprise Solutions,North America,Operations,220262.25,108027.52,69666.0,23161.96,7694.53,0.21,112234.73,42568.73,8939.43,33629.3,50.96,15.27,18161.87,2024,2024-02
TXN20436,2024-12-11,Consumer Hardware,LATAM,Operations,256839.49,101871.56,60399.36,16718.45,4693.18,0.21,154967.93,94568.57,19859.4,74709.17,60.34,29.09,62683.9,2024,2024-12
TXN20437,2025-04-18,SaaS Subscriptions,EMEA,Administrative,290176.01,124142.77,73055.46,27985.96,9952.6,0.21,166033.24,92977.78,19525.33,73452.45,57.22,25.31,55419.09,2025,2025-04
TXN20438,2024-04-26,Consulting,LATAM,COGS,110045.07,46558.02,22505.93,16458.36,1763.25,0.21,63487.05,40981.12,8606.04,32375.08,57.69,29.42,17679.97,2024,2024-04
TXN20439,2024-05-06,SaaS Subscriptions,LATAM,R&D,100244.77,44540.73,48210.86,15023.45,4095.1,0.21,55704.04,7493.18,1573.57,5919.61,55.57,5.91,-5008.74,2024,2024-05
TXN20440,2025-01-27,Cloud Services,EMEA,COGS,81370.35,42019.18,24425.77,7562.04,2868.12,0.21,39351.17,14925.4,3134.33,11791.07,48.36,14.49,7097.15,2025,2025-01
TXN20441,2025-10-02,Consulting,APAC,COGS,240929.07,131350.88,81911.25,28674.27,5909.84,0.21,109578.19,27666.94,5810.06,21856.88,45.48,9.07,-907.55,2025,2025-10
TXN20442,2024-02-27,SaaS Subscriptions,EMEA,COGS,261942.72,105273.74,62820.27,20697.95,3359.62,0.21,156668.98,93848.71,19708.23,74140.48,59.81,28.3,56802.15,2024,2024-02
TXN20443,2025-09-25,Consumer Hardware,North America,Operations,59475.84,30147.1,17350.27,4850.6,1577.57,0.21,29328.74,11978.47,2515.48,9462.99,49.31,15.91,6189.96,2025,2025-09
TXN20444,2025-05-27,Cloud Services,North America,Operations,330863.67,162497.72,99846.38,17687.0,7879.81,0.21,168365.95,68519.57,14389.11,54130.46,50.89,16.36,44323.27,2025,2025-05
TXN20445,2024-04-05,Cloud Services,North America,Sales & Marketing,65591.39,29082.06,16242.56,12102.4,2126.11,0.21,36509.33,20266.77,4256.02,16010.75,55.66,24.41,6034.46,2024,2024-04
